FILENAME,0dB,-5dB,Wavelet
1_162_plus_5-182007-A-36_0dB.wav,0.4961,0.3854,0.5879
1_206_plus_2-106073-A-36_0dB.wav,0.3455,0.3398,0.5454
1_289_plus_3-159347-B-36_0dB.wav,0.4020,0.3663,0.7523
1_305_plus_2-106072-A-36_0dB.wav,0.2183,0.2149,0.5701
1_310_plus_1-19872-B-36_0dB.wav,0.2526,0.1978,0.3902
1_336_plus_2-141681-B-36_0dB.wav,0.2877,0.2799,0.2548
1_386_plus_2-141682-A-36_0dB.wav,0.5568,0.4303,0.7164
1_417_plus_3-159346-A-36_0dB.wav,0.3980,0.3075,0.2926
1_423_plus_5-212054-A-36_0dB.wav,0.5801,0.4610,0.6777
1_88_plus_1-79236-A-36_0dB.wav,0.4210,0.3700,0.3627
